timestamp_iso,elapsed_seconds
timestamp_iso,elapsed_seconds
timestamp_iso,elapsed_seconds
2026-04-21T19:19:04.006Z,103
2026-04-22T02:22:32.571Z,1791
2026-04-22T10:21:21.190Z,10528
2026-04-22T22:15:11.694Z,4985
2026-04-23T12:02:54.497Z,9988
2026-04-23T14:14:47.666Z,7913
2026-04-23T22:07:15.126Z,10311
2026-04-24T00:32:52.289Z,8737
2026-04-24T06:09:04.484Z,39
2026-04-24T11:01:23.088Z,1212
2026-04-24T12:46:29.317Z,6306
2026-04-26T23:15:47.420Z,1
